"","Drug","log2MIC","Gene","log2FC"
"6338","KasA",-1,"gene114",-0.544116572
"6339","KasA",0,"gene114",-1.08958929
"6340","KasA",1,"gene114",-0.779261389
"6341","KasA",2,"gene114",-1.267312758
"6342","KasA",3,"gene114",-2.944991952
"6343","Etha",-3,"gene114",0.504912272
"6344","Etha",-2,"gene114",0.731412242
"6345","Etha",-1,"gene114",2.19568967
"6346","Etha",0,"gene114",2.642199542
"6347","Etha",1,"gene114",0.314197413
"6348","Etha",2,"gene114",-0.594480334
"6349","Etha",3,"gene114",-0.44513525
"6350","Cipro",-3,"gene114",0.35134006
"6351","Cipro",-2,"gene114",0.761687525
"6352","Cipro",-1,"gene114",0.873086707
"6353","Cipro",0,"gene114",1.5182058
"6354","Cipro",1,"gene114",1.894606024
"6355","Cipro",2,"gene114",3.704405235
"6356","Cipro",3,"gene114",-1.068993317
"6357","Levo",-3,"gene114",0.150226053
"6358","Levo",-2,"gene114",1.087974846
"6359","Levo",-1,"gene114",1.270626971
"6360","Levo",0,"gene114",1.397652519
"6361","Levo",1,"gene114",-1.494859665
"6362","Levo",2,"gene114",-1.254078066
"6363","Levo",3,"gene114",-3.71450671
"6364","PAS",-3,"gene114",0.518793784
"6365","PAS",-2,"gene114",0.923723998
"6366","PAS",-1,"gene114",0.545575505
"6367","PAS",0,"gene114",0.912094861
"6368","PAS",1,"gene114",1.536104265
"6369","PAS",2,"gene114",2.33353752
"6370","PAS",3,"gene114",1.348641333
"6371","Line",-3,"gene114",-0.941505084
"6372","Line",-2,"gene114",-2.038839386
"6373","Line",-1,"gene114",-1.73418709
"6374","Line",0,"gene114",-0.852656133
"6375","Line",1,"gene114",-1.702120481
"6376","Line",2,"gene114",-2.049497868
"6377","Line",3,"gene114",-1.765350166
"6378","Rif",-3,"gene114",0.20596987
"6379","Rif",-2,"gene114",0.618548293
"6380","Rif",-1,"gene114",0.144986855
"6381","Rif",0,"gene114",0.023594712
"6382","Rif",1,"gene114",-0.856800631
"6383","Rif",2,"gene114",-1.381227981
"6384","Rif",3,"gene114",-2.681838353
"6385","Ethi",-3,"gene115",-0.274858707
"6386","Ethi",-2,"gene115",-0.573689959
"6387","Ethi",-1,"gene115",0.462551357
"6388","Ethi",0,"gene115",0.006049813
"6389","Ethi",1,"gene115",-0.322766527
"6390","Ethi",2,"gene115",-2.149739082
"6391","Ethi",3,"gene115",-2.181013223
"6392","KasA",-3,"gene115",-0.18156122
"6393","KasA",-2,"gene115",0.239253275
"6394","KasA",-1,"gene115",-0.161252638
"6395","KasA",0,"gene115",-0.903249432
"6396","KasA",1,"gene115",-1.118527133
"6397","KasA",2,"gene115",-1.768248512
"6398","KasA",3,"gene115",-3.721891033
"6399","Etha",-3,"gene115",0.352335872
"6400","Etha",-2,"gene115",0.178165453
"6401","Etha",-1,"gene115",0.680620167
"6402","Etha",0,"gene115",-0.038539376
"6403","Etha",1,"gene115",-0.884854732
"6404","Etha",2,"gene115",-1.585152659
"6405","Etha",3,"gene115",-1.443124054
"6406","Cipro",-3,"gene115",0.217824051
"6407","Cipro",-2,"gene115",0.764319849
"6408","Cipro",-1,"gene115",0.727426768
"6409","Cipro",0,"gene115",1.187533226
"6410","Cipro",1,"gene115",1.11603646
"6411","Cipro",2,"gene115",0.369204152
"6412","Cipro",3,"gene115",-2.713284654
"6413","Levo",-3,"gene115",-0.579764765
"6414","Levo",-2,"gene115",0.624552434
"6415","Levo",-1,"gene115",0.753162822
"6416","Levo",0,"gene115",-0.584393085
"6417","Levo",1,"gene115",-3.380882806
"6418","Levo",2,"gene115",-2.870001183
"6419","Levo",3,"gene115",-5.241854503
"6420","PAS",-3,"gene115",0.561807867
"6421","PAS",-2,"gene115",1.156761657
"6422","PAS",-1,"gene115",0.945103363
"6423","PAS",0,"gene115",0.980792347
"6424","PAS",1,"gene115",1.235479458
"6425","PAS",2,"gene115",1.304608193
"6426","PAS",3,"gene115",0.432978433
"6427","Line",-3,"gene115",-0.898065019
"6428","Line",-2,"gene115",-2.003112095
"6429","Line",-1,"gene115",-1.725374431
"6430","Line",0,"gene115",-1.486129454
"6431","Line",1,"gene115",-2.656096325
"6432","Line",2,"gene115",-2.622712158
"6433","Line",3,"gene115",-1.80028048
"6434","Rif",-3,"gene115",-0.48440857
"6435","Rif",-2,"gene115",-0.385855523
"6436","Rif",-1,"gene115",-1.012979559
"6437","Rif",0,"gene115",-1.853774335
"6438","Rif",1,"gene115",-2.309749946
"6439","Rif",2,"gene115",-2.718296982
"6440","Rif",3,"gene115",-3.850142628
"6441","Ethi",-3,"gene116",-0.342526621
"6442","Ethi",-2,"gene116",-0.738703731
"6443","Ethi",-1,"gene116",0.371731882
"6444","Ethi",0,"gene116",0.002479426
"6445","Ethi",1,"gene116",-0.095576527
"6446","Ethi",2,"gene116",-0.63486792
"6447","Ethi",3,"gene116",-1.535486389
"6448","KasA",-3,"gene116",-0.414676184
"6449","KasA",-2,"gene116",0.023423711
"6450","KasA",-1,"gene116",-0.494060211
"6451","KasA",0,"gene116",-1.057051927
"6452","KasA",1,"gene116",-0.803602787
"6453","KasA",2,"gene116",-1.288627575
"6454","KasA",3,"gene116",-3.409411263
"6455","Etha",-3,"gene116",0.501760033
"6456","Etha",-2,"gene116",0.524888333
"6457","Etha",-1,"gene116",1.728707643
"6458","Etha",0,"gene116",1.737961845
"6459","Etha",1,"gene116",-0.317233063
"6460","Etha",2,"gene116",-1.089869131
"6461","Etha",3,"gene116",-0.883842576
"6462","Cipro",-3,"gene116",0.320030394
"6463","Cipro",-2,"gene116",0.846675809
"6464","Cipro",-1,"gene116",0.869968085
"6465","Cipro",0,"gene116",1.557284406
"6466","Cipro",1,"gene116",1.794650104
"6467","Cipro",2,"gene116",3.093262002
"6468","Cipro",3,"gene116",-1.815469231
"6469","Levo",-3,"gene116",0.020838129
"6470","Levo",-2,"gene116",0.906741149
"6471","Levo",-1,"gene116",1.157653703
"6472","Levo",0,"gene116",1.022577848
"6473","Levo",1,"gene116",-2.78440264
"6474","Levo",2,"gene116",-1.713652342
"6475","Levo",3,"gene116",-4.60161881
"6476","PAS",-3,"gene116",0.442243088
"6477","PAS",-2,"gene116",0.703867124
"6478","PAS",-1,"gene116",0.213805189
"6479","PAS",0,"gene116",0.38415633
"6480","PAS",1,"gene116",0.991759016
"6481","PAS",2,"gene116",1.506717402
"6482","PAS",3,"gene116",0.404371033
"6483","Line",-3,"gene116",-0.979313512
"6484","Line",-2,"gene116",-2.163858648
"6485","Line",-1,"gene116",-1.913121894
"6486","Line",0,"gene116",-1.497229633
"6487","Line",1,"gene116",-2.394715751
"6488","Line",2,"gene116",-2.455816424
"6489","Line",3,"gene116",-1.87778997
"6490","Rif",-3,"gene116",0.076607386
"6491","Rif",-2,"gene116",0.431664133
"6492","Rif",-1,"gene116",-0.072670369
"6493","Rif",0,"gene116",-0.878807447
"6494","Rif",1,"gene116",-1.448237631
"6495","Rif",2,"gene116",-2.382728705
"6496","Rif",3,"gene116",-3.348976877
"6497","Ethi",-3,"gene117",-0.311413116
"6498","Ethi",-2,"gene117",-0.510861035
"6499","Ethi",-1,"gene117",0.343535986
"6500","Ethi",0,"gene117",0.13523297
"6501","Ethi",1,"gene117",-0.163732386
"6502","Ethi",2,"gene117",-1.05399039
"6503","Ethi",3,"gene117",-1.294382239
"6504","KasA",-3,"gene117",-0.235783041
"6505","KasA",-2,"gene117",0.037125541
"6506","KasA",-1,"gene117",-0.396537499
"6507","KasA",0,"gene117",-0.863234868
"6508","KasA",1,"gene117",-0.89685984
"6509","KasA",2,"gene117",-1.478390075
"6510","KasA",3,"gene117",-2.846767092
"6511","Etha",-3,"gene117",0.587536444
"6512","Etha",-2,"gene117",0.688766506
"6513","Etha",-1,"gene117",1.830236005
"6514","Etha",0,"gene117",1.493378951
"6515","Etha",1,"gene117",-0.362754108
"6516","Etha",2,"gene117",-1.079434467
"6517","Etha",3,"gene117",-0.824741554
"6518","Cipro",-3,"gene117",0.415549083
"6519","Cipro",-2,"gene117",0.938441248
"6520","Cipro",-1,"gene117",0.917163232
"6521","Cipro",0,"gene117",1.573139353
"6522","Cipro",1,"gene117",1.944795439
"6523","Cipro",2,"gene117",2.970168165
"6524","Cipro",3,"gene117",-1.631177056
"6525","Levo",-3,"gene117",0.068877839
"6526","Levo",-2,"gene117",0.972111769
"6527","Levo",-1,"gene117",1.242159557
"6528","Levo",0,"gene117",0.907703819
"6529","Levo",1,"gene117",-2.759999113
"6530","Levo",2,"gene117",-1.57116304
"6531","Levo",3,"gene117",-3.734970318
"6532","PAS",-3,"gene117",0.413698571
"6533","PAS",-2,"gene117",0.697898129
"6534","PAS",-1,"gene117",0.253785373
"6535","PAS",0,"gene117",0.573916463
"6536","PAS",1,"gene117",1.198293928
"6537","PAS",2,"gene117",1.735492705
"6538","PAS",3,"gene117",0.587636635
"6539","Line",-3,"gene117",-0.955165968
"6540","Line",-2,"gene117",-1.937854126
"6541","Line",-1,"gene117",-1.671312072
"6542","Line",0,"gene117",-1.170997852
"6543","Line",1,"gene117",-1.890321854
"6544","Line",2,"gene117",-1.828657981
"6545","Line",3,"gene117",-1.51397618
"6546","Rif",-3,"gene117",0.115684326
"6547","Rif",-2,"gene117",0.458272519
"6548","Rif",-1,"gene117",-0.017699786
"6549","Rif",0,"gene117",-0.712933472
"6550","Rif",1,"gene117",-1.273215965
"6551","Rif",2,"gene117",-1.830972811
"6552","Rif",3,"gene117",-2.766648117
"6553","Ethi",-3,"gene118",-0.357174953
"6554","Ethi",-2,"gene118",-0.660254382
"6555","Ethi",-1,"gene118",0.415358607
"6556","Ethi",0,"gene118",-0.246130714
"6557","Ethi",1,"gene118",-1.571016572
"6558","Ethi",2,"gene118",-3.704556227
"6559","Ethi",3,"gene118",-2.716173669
"6560","KasA",-3,"gene118",-0.224758933
"6561","KasA",-2,"gene118",0.225647851
"6562","KasA",-1,"gene118",-0.167966802
"6563","KasA",0,"gene118",-0.978399698
"6564","KasA",1,"gene118",-0.972544876
"6565","KasA",2,"gene118",-1.826526023
"6566","KasA",3,"gene118",-3.683116375
"6567","Etha",-3,"gene118",0.540778321
"6568","Etha",-2,"gene118",0.169551699
"6569","Etha",-1,"gene118",0.091267459
"6570","Etha",0,"gene118",-1.370953537
"6571","Etha",1,"gene118",-1.884084159
"6572","Etha",2,"gene118",-2.468758323
"6573","Etha",3,"gene118",-2.054369663
"6574","Cipro",-3,"gene118",0.114511881
"6575","Cipro",-2,"gene118",0.606545223
"6576","Cipro",-1,"gene118",0.703781225
"6577","Cipro",0,"gene118",1.059194742
"6578","Cipro",1,"gene118",1.037866019
"6579","Cipro",2,"gene118",0.856528677
"6580","Cipro",3,"gene118",-2.565523579
"6581","Levo",-3,"gene118",-0.48340096
"6582","Levo",-2,"gene118",0.689771705
"6583","Levo",-1,"gene118",0.649832374
"6584","Levo",0,"gene118",-0.629369235
"6585","Levo",1,"gene118",-3.300823579
"6586","Levo",2,"gene118",-2.826680245
"6587","Levo",3,"gene118",-4.950881107
"6588","PAS",-3,"gene118",0.509650435
"6589","PAS",-2,"gene118",0.923910929
"6590","PAS",-1,"gene118",0.445892399
"6591","PAS",0,"gene118",0.310607335
"6592","PAS",1,"gene118",0.316173844
"6593","PAS",2,"gene118",-0.107936423
"6594","PAS",3,"gene118",-1.138066652
"6595","Line",-3,"gene118",-0.89864506
"6596","Line",-2,"gene118",-2.024350592
"6597","Line",-1,"gene118",-2.080190957
"6598","Line",0,"gene118",-1.982350777
"6599","Line",1,"gene118",-3.085866569
"6600","Line",2,"gene118",-2.719429475
"6601","Line",3,"gene118",-1.763209583
"6602","Rif",-3,"gene118",-1.414164461
"6603","Rif",-2,"gene118",-1.813864771
"6604","Rif",-1,"gene118",-2.538135773
"6605","Rif",0,"gene118",-3.664304698
"6606","Rif",1,"gene118",-4.055549909
"6607","Rif",2,"gene118",-3.736286519
"6608","Rif",3,"gene118",-4.304135571
"6609","Ethi",-3,"gene119",-0.384449693
"6610","Ethi",-2,"gene119",-0.786034726
"6611","Ethi",-1,"gene119",0.387178615
"6612","Ethi",0,"gene119",-0.017954952
"6613","Ethi",1,"gene119",-0.113147671
"6614","Ethi",2,"gene119",-0.221731695
"6615","Ethi",3,"gene119",-0.850113265
"6616","KasA",-3,"gene119",-0.31458105
"6617","KasA",-2,"gene119",0.072050313
"6618","KasA",-1,"gene119",-0.313132665
"6619","KasA",0,"gene119",-0.834873272
"6620","KasA",1,"gene119",-0.551764426
"6621","KasA",2,"gene119",-0.705689229
"6622","KasA",3,"gene119",-2.400371481
"6623","Etha",-3,"gene119",0.566953429
"6624","Etha",-2,"gene119",0.929261984
"6625","Etha",-1,"gene119",2.201724809
"6626","Etha",0,"gene119",2.552109113
"6627","Etha",1,"gene119",0.670468867
"6628","Etha",2,"gene119",-0.08279854
"6629","Etha",3,"gene119",-0.026388281
"6630","Cipro",-3,"gene119",0.217075357
"6631","Cipro",-2,"gene119",0.713242683
"6632","Cipro",-1,"gene119",0.901836563
"6633","Cipro",0,"gene119",1.492082405
"6634","Cipro",1,"gene119",1.794868251
"6635","Cipro",2,"gene119",2.770036685
"6636","Cipro",3,"gene119",-1.43792139
"6637","Levo",-3,"gene119",0.062389922
"6638","Levo",-2,"gene119",0.928422522
"6639","Levo",-1,"gene119",1.218739348
"6640","Levo",0,"gene119",1.123013466
"6641","Levo",1,"gene119",-2.005941591
"6642","Levo",2,"gene119",-1.395524543
"6643","Levo",3,"gene119",-3.35919602
"6644","PAS",-3,"gene119",0.4898105
"6645","PAS",-2,"gene119",0.92104758
"6646","PAS",-1,"gene119",0.597112066
"6647","PAS",0,"gene119",0.961861788
"6648","PAS",1,"gene119",1.494352492
"6649","PAS",2,"gene119",2.109915026
"6650","PAS",3,"gene119",0.940249982
"6651","Line",-3,"gene119",-0.968295715
"6652","Line",-2,"gene119",-1.914309694
"6653","Line",-1,"gene119",-1.736124127
"6654","Line",0,"gene119",-0.889516944
"6655","Line",1,"gene119",-1.521967092
"6656","Line",2,"gene119",-1.639863586
"6657","Line",3,"gene119",-1.62897527
"6658","Rif",-3,"gene119",0.216942206
"6659","Rif",-2,"gene119",0.647808734
"6660","Rif",-1,"gene119",0.177820566
"6661","Rif",0,"gene119",-0.053063738
"6662","Rif",1,"gene119",-0.811862264
"6663","Rif",2,"gene119",-1.328361125
"6664","Rif",3,"gene119",-2.343288829
"6665","Ethi",-3,"gene120",0.760812336
"6666","Ethi",-2,"gene120",1.159198595
"6667","Ethi",-1,"gene120",-0.125530882
"6668","Ethi",0,"gene120",0.256339753
"6669","Ethi",1,"gene120",-0.040641984
"6670","Ethi",2,"gene120",-0.263034406
"6671","Ethi",3,"gene120",-0.061400545
"6672","KasA",-3,"gene120",1.777607579
"6673","KasA",-2,"gene120",-0.485426827
"6674","KasA",-1,"gene120",-0.485426827
"6675","KasA",0,"gene120",-0.485426827
"6676","KasA",1,"gene120",-0.163498732
"6677","KasA",2,"gene120",-0.485426827
"6678","KasA",3,"gene120",-0.485426827
"6679","Etha",-3,"gene120",0.08246216
"6680","Etha",-2,"gene120",-0.133266531
"6681","Etha",-1,"gene120",-0.180572246
"6682","Etha",0,"gene120",1.355480655
"6683","Etha",1,"gene120",-0.180572246
"6684","Etha",2,"gene120",-0.180572246
"6685","Etha",3,"gene120",0.304854582
"6686","Cipro",-3,"gene120",0.180572246
"6687","Cipro",-2,"gene120",0
"6688","Cipro",-1,"gene120",0
"6689","Cipro",0,"gene120",0.137503524
"6690","Cipro",1,"gene120",0.047305715
"6691","Cipro",2,"gene120",0.047305715
"6692","Cipro",3,"gene120",0
"6693","Levo",-3,"gene120",-0.2410081
"6694","Levo",-2,"gene120",0.238159737
"6695","Levo",-1,"gene120",-0.197939378
"6696","Levo",0,"gene120",-0.2410081
"6697","Levo",1,"gene120",1.387023123
"6698","Levo",2,"gene120",0.387023123
"6699","Levo",3,"gene120",4.967736151
"6700","PAS",-3,"gene120",0.093109404
"6701","PAS",-2,"gene120",0.093109404
"6702","PAS",-1,"gene120",0
"6703","PAS",0,"gene120",0
"6704","PAS",1,"gene120",0
"6705","PAS",2,"gene120",0.450661409
"6706","PAS",3,"gene120",1.321928095
"6707","Line",-3,"gene120",0.584962501
"6708","Line",-2,"gene120",0.341036918
"6709","Line",-1,"gene120",0.713695815
"6710","Line",0,"gene120",0
"6711","Line",1,"gene120",0.485426827
"6712","Line",2,"gene120",0.263034406
"6713","Line",3,"gene120",2.776103988
"6714","Rif",-3,"gene120",0.129283017
"6715","Rif",-2,"gene120",0.129283017
"6716","Rif",-1,"gene120",-0.04580369
"6717","Rif",0,"gene120",0.263034406
"6718","Rif",1,"gene120",0.121015401
"6719","Rif",2,"gene120",0.044394119
"6720","Rif",3,"gene120",0.781359714
"6721","Ethi",-3,"gene121",0
"6722","Ethi",-2,"gene121",1.6663901
"6723","Ethi",-1,"gene121",-0.047305715
"6724","Ethi",0,"gene121",-0.047305715
"6725","Ethi",1,"gene121",0.367731785
"6726","Ethi",2,"gene121",0.009277814
"6727","Ethi",3,"gene121",0.438121112
"6728","KasA",-3,"gene121",2.565597176
"6729","KasA",-2,"gene121",0.047305715
"6730","KasA",-1,"gene121",0
"6731","KasA",0,"gene121",0
"6732","KasA",1,"gene121",0
"6733","KasA",2,"gene121",0
"6734","KasA",3,"gene121",0
"6735","Etha",-3,"gene121",0.04580369
"6736","Etha",-2,"gene121",0.133266531
"6737","Etha",-1,"gene121",-0.047305715
"6738","Etha",0,"gene121",0.689659879
"6739","Etha",1,"gene121",0.090197809
"6740","Etha",2,"gene121",0.009277814
"6741","Etha",3,"gene121",-0.047305715
"6742","Cipro",-3,"gene121",0.093109404
"6743","Cipro",-2,"gene121",0
"6744","Cipro",-1,"gene121",0.632268215
"6745","Cipro",0,"gene121",0
"6746","Cipro",1,"gene121",0
"6747","Cipro",2,"gene121",0
"6748","Cipro",3,"gene121",0.056583528
"6749","Levo",-3,"gene121",-0.039528364
"6750","Levo",-2,"gene121",-0.30256277
"6751","Levo",-1,"gene121",-0.165059246
"6752","Levo",0,"gene121",-0.209453366
"6753","Levo",1,"gene121",1.445898463
"6754","Levo",2,"gene121",0.019365325
"6755","Levo",3,"gene121",4.602402949
"6756","PAS",-3,"gene121",0
"6757","PAS",-2,"gene121",0
"6758","PAS",-1,"gene121",0
"6759","PAS",0,"gene121",0.047305715
"6760","PAS",1,"gene121",0
"6761","PAS",2,"gene121",0.047305715
"6762","PAS",3,"gene121",1.282933963
"6763","Line",-3,"gene121",-0.941106311
"6764","Line",-2,"gene121",-0.847996907
"6765","Line",-1,"gene121",-0.299560282
"6766","Line",0,"gene121",-0.870716983
"6767","Line",1,"gene121",-0.678071905
"6768","Line",2,"gene121",-0.455679484
"6769","Line",3,"gene121",1.505149919
"6770","Rif",-3,"gene121",-0.165059246
"6771","Rif",-2,"gene121",-0.209453366
"6772","Rif",-1,"gene121",-0.165059246
"6773","Rif",0,"gene121",-0.139064038
"6774","Rif",1,"gene121",-0.30256277
"6775","Rif",2,"gene121",-0.165059246
"6776","Rif",3,"gene121",0.545434137
"6777","Ethi",-3,"gene122",-0.416247237
"6778","Ethi",-2,"gene122",-1.014154658
"6779","Ethi",-1,"gene122",0.57877802
"6780","Ethi",0,"gene122",0.01214528
"6781","Ethi",1,"gene122",-0.10136408
"6782","Ethi",2,"gene122",-0.737716346
"6783","Ethi",3,"gene122",-1.80260921
"6784","KasA",-3,"gene122",-0.369175068
"6785","KasA",-2,"gene122",0.151340327
"6786","KasA",-1,"gene122",-0.238621075
"6787","KasA",0,"gene122",-1.009561988
"6788","KasA",1,"gene122",-0.663093077
"6789","KasA",2,"gene122",-1.00449963
"6790","KasA",3,"gene122",-3.727267387
"6791","Etha",-3,"gene122",0.363578957
